taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Submission ID	Assembly Method	Genome Completeness %	NCBI Taxon ID	NCBI Project ID	Strain	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Habitat	Host Name	Oxygen Requirement	Sample Body Site	Sample Body Subsite	Specific Ecosystem	Genome Size   * assembled	Gene Count   * assembled
648276656	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 182-1	Washington University in St. Louis	648276656	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 0.7.57		749545	47265	MS 182-1	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens		Gastrointestinal tract		Unclassified	4982225	5436
643886056	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Acidaminococcus sp. D21	Broad Institute	643886056	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp. D21	0	Newbler v. 2.0.0 PostRelease-1/21/2009		563191	34117	D21	Host-associated	Human	Unclassified	Digestive system	"Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract	Intestinal tract	Unclassified	2238973	2058
641736227	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaerostipes caccae DSM 14662	Washington University in St. Louis	641736227	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	0	PCAP		411490	18213	DSM 14662	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3605636	3845
649990001	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Streptococcus anginosus 1_2_62CV	Broad Institute	649990001	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	0	Newbler v. 2.1-PreRelease-4/28/2009		742820	46427	1_2_62CV	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	1815537	1831
641736205	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Alistipes putredinis DSM 17216	Washington University in St. Louis	641736205	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	0	PCAP		445970	19655	DSM 17216	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora, Soil"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2549878	2799
650377954	Bacteria	Finished	Lactobacillus delbrueckii bulgaricus 2038	Lactobacillus delbrueckii bulgaricus 2038	Chinese National Human Genome Center at Shanghai	650377954	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	0			353496	16120	2038	Host-associated	Unclassified	Unclassified	Unclassified	"Host, Intestinal tract"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	1872918	1907
643886111	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides cellulosilyticus DSM 14838	Washington University in St. Louis	643886111	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	0	Newbler v. 2.0.00.20		537012	30027	"CRE21, DSM 14838"	Host-associated	Human	Large intestine	Digestive system	"Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	6726268	5771
649633018	Bacteria	Finished	Bifidobacterium longum longum BBMN68	Bifidobacterium longum longum BBMN68	Beijing Genomics Institute (BGI)	649633018	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	0			890402	53143	BBMN68	Host-associated	Human	Large intestine	Digestive system	Host	Homo sapiens		Gastrointestinal tract	Intestinal tract	Fecal	2265943	1870
645951838	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus antri DSM 16041	Baylor College of Medicine	645951838	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus antri	0	Newbler v. 2.0-01162009		525309	31479	DSM 16041	Host-associated	Human	Unclassified	Digestive system	Host	Homo sapiens	Microaerophilic	Gastrointestinal tract	Stomach	Unclassified	2242444	2285
2541047533	Bacteria	Permanent Draft	Comparative Genomics of Vibrio parahaemolyticus	Vibrio parahaemolyticus NIHCB0603	University of Maryland School of Medicine	2541047533	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	21025	HGap v. 1.4		1238213	0	NIHCB0603	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	5225215	4924
2511231184	Bacteria	Finished	Food borne pathogen- Broad institute	Listeria monocytogenes FSL R2-561	Broad Institute	2511231184	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	7465			393126	17317	FSL R2-561	Engineered	Food production	Unclassified	Unclassified	"Soil, Food, Fresh water, Host, Intestinal tract"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	2973801	2995
650377930	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Enterococcus sp. 7L76	Wellcome Trust Sanger Institute	650377930	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. 7L76	0			657310	39181	7L76	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Wastewater"	Homo sapiens	Facultative	Gastrointestinal tract		Fecal	3096657	2348
2721755583	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Hafnia alvei FDAARGOS_158	"US Food and Drug Administration, Institute for Genome Sciences, University of Maryland School of Medicine"	2721755583	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	118593	HGAP3 v. Oct 2014		569	0	FDAARGOS_158	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	4513426	4293
2600255061	Bacteria	Permanent Draft	Clostridium ihumii AP5	Clostridium ihumii AP5	European Bioinformatics Institute	2600255061	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ihumii	55626	CLC Genomics Workbench v. 6.0		1211817	0	AP5	Host-associated	Human	Large intestine	Digestive system		Homo sapiens		Gastrointestinal tract	Intestinal tract	Fecal	4433668	4162
2562617157	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Listeria grayi DSM 20601	Baylor College of Medicine	2562617157	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi	35460	Newbler v. 1.1.03.24		525367	0	DSM 20601	Host-associated	Mammals	Large intestine	Digestive system	Host	Homo sapiens	Aerobe	Gastrointestinal tract		Fecal	2589961	2689
642555104	Bacteria	Finished	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	DOE Joint Genome Institute (JGI)	642555104	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	0			349741	20089	ATCC BAA-835	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Intestinal tract"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2664102	2238
2513237267	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Tannerella sp. 6_1_58FAA_CT1	Broad Institute	2513237267	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. 6_1_58FAA_CT1	8755	Newbler v. 2.3 PostRelease-11/19/2009		665949	40043	6_1_58FAA_CT1	Host-associated	Human	Unclassified	Digestive system	"Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	3843448	3276
647533154	Bacteria	Permanent Draft	"Genome Sequencing of Enterococcus, Broad Institute"	Enterococcus faecium Com15	Broad Institute	647533154	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	0			565663	32967	Com15	Host-associated	Unclassified	Unclassified	Unclassified	"Host, Wastewater"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	2801855	2786
640427118	Bacteria	Finished	"Lactobacillus, XX strains"	Lactobacillus reuteri DSM 20016	DOE Joint Genome Institute (JGI)	640427118	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	0			557436	15766	DSM 20016											1999618	2058
2528768167	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Blautia wexlerae DSM 19850	DOE Joint Genome Institute (JGI)	2528768167	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	16206	Unknown program v. before 2013-07-19		1121115	0	DSM 19850	Host-associated	Human	Large intestine	Digestive system	"Host, Human"	Homo sapiens	Anaerobe			Fecal	4510428	4297
640963041	Bacteria	Permanent Draft	Campylobacter jejuni jejuni CG8486	Campylobacter jejuni jejuni CG8486	Naval Medical Research Center	640963041	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	0			398000	17055	CG8486	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens	Microaerophilic	Gastrointestinal tract		Unclassified	1597690	1459
640963016	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Parabacteroides merdae ATCC 43184	Washington University in St. Louis	640963016	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	0	PCAP		411477	18193	ATCC 43184	Host-associated	Human	Large intestine	Digestive system	"Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	4431877	4471
2513237332	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Erysipelotrichaceae bacterium sp. 21_3	Broad Institute	2513237332	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	Erysipelotrichaceae bacterium 21_3	8827	Newbler v. 2.1 PreRelease-4/28/2009		658657	39369	21_3	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host"	Homo sapiens		Gastrointestinal tract		Fecal	4403767	4380
650716072	Bacteria	Finished	Porphyromonas gingivalis TDC60	Porphyromonas gingivalis TDC60	University of Tokyo	650716072	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	0	"Newbler v. 2.5.1, Phrap v. 1.090518-Consed v. 19.0"		1030843	66755	TDC60	Host-associated	Unclassified	Unclassified	Unclassified	"Colon, Gastrointestinal tract, Host, Oral cavity, Respiratory tract"	Homo sapiens	Anaerobe	Oral	Gingival crevices	Unclassified	2339898	2283
2751185961	Bacteria	Permanent Draft	Genome sequencing of non-agglutinable Shigella species	Shigella sp. FC569	Christian Medical College	2751185961	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sp. FC569	150364	SPAdes v. 5.0.0.0		1892897	0	FC569	Host-associated	Human	Large intestine	Digestive system		Homo sapiens				Fecal	4581416	4942
647000238	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Enterococcus faecium PC4.1	J. Craig Venter Institute (JCVI)	647000238	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	0	Newbler v. 1.1.03.24-64-7		791161	42757	PC4.1	Host-associated	Unclassified	Unclassified	Unclassified	"Host, Human intestinal microflora, Human oral cavity, Human vaginal microflora"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	2811160	2739
642555131	Bacteria	Finished	"Genome sequencing of Helicobacter pylori, Washington University Medical School"	Helicobacter pylori Shi470	Washington University in St. Louis	642555131	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0			512562	29045	Shi470	Host-associated	Human	Unclassified	Digestive system	"Host, Human stomach"	Homo sapiens	Aerobe	Gastrointestinal tract	Stomach	Unclassified	1608547	1609
641380428	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridium bolteae ATCC BAA-613	Washington University in St. Louis	641380428	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	0	PCAP		411902	18165	ATCC BAA-613	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	6556988	7356
2524614760	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Leminorella grimontii DSM 5078	DOE Joint Genome Institute (JGI)	2524614760	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella grimontii	14730	Unknown program v. before 2013-05-09		1005999	0	DSM 5078	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human"	Homo sapiens	Aerobe			Fecal	4222054	3878
2597490297	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Ruminococcus callidus ATCC 27760	Washington University in St. Louis	2597490297	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus callidus	54873	Velvet v. 1.1.06		411473	0	ATCC 27760	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3070687	2913
2513237318	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Prevotella stercorea DSM 18206	Washington University in St. Louis	2513237318	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	8807	Velvet v. 1.1.04		1002367	65131	DSM 18206	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human oral cavity"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3092669	3066
651324013	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides sp. 1_1_30	Broad Institute	651324013	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_30	0	Newbler v. 2.3		457387	41955	1_1_30	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract	Colon	Fecal	6441725	5376
643348510	Bacteria	Finished	Bacillus cereus sequencing - TIGR	Bacillus cereus AH187 (F4810/72)	J. Craig Venter Institute (JCVI)	643348510	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	0			405534	17715	AH187 (F4810/72)	Host-associated	Human	Unclassified	Digestive system	"Host, Soil"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	5599857	5903
637000101	Bacteria	Finished	Enterococcus faecalis V583	Enterococcus faecalis V583	J. Craig Venter Institute (JCVI)	637000101	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0			226185	70	V583	Host-associated	Human	Blood	Circulatory system	"Host, Intestinal tract, Wastewater"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	3359974	3390
645058788	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides fragilis 3_1_12	Broad Institute	645058788	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0	Newbler v. 2.1 PreRelease-4/28/2009		457424	32433	3_1_12	Host-associated	Human	Unclassified	Digestive system	Host	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	5486240	4842
2547132150	Bacteria	Permanent Draft	Peptoniphilus sp. ph5	Peptoniphilus grossensis ph5	Aix-Marseille University	2547132150	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis	23735	Newbler v. 2.5.3		1118057	0	ph5	Host-associated	Human	Large intestine	Digestive system	"Feces, Host, Human fecal"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2029837	2033
641736113	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Intestinibacter bartlettii DSM 16795	Washington University in St. Louis	641736113	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	0	PCAP		445973	19661	DSM 16795	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2971856	2875
2636415786	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Coprobacillus sp. 8_1_38FAA	Broad Institute	2636415786	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 8_1_38FAA	72024	Newbler v. 2.1-PreRelease-4/28/2009		450746	0	8_1_38FAA	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host"	Homo sapiens	Anaerobe	Gastrointestinal tract	Ascending colon	Fecal	2496064	2807
640963015	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bifidobacterium adolescentis L2-32	Washington University in St. Louis	640963015	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0	PCAP		411481	18197	L2-32	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	2385710	2508
637000138	Bacteria	Finished	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM	"State University of New York, ANRT"	637000138	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	0	Phred-Phrap-Consed		272621	82	NCFM	Host-associated	Human	Unclassified	Unclassified	"Host, Intestinal tract, Oral cavity, Vagina"	Homo sapiens	Facultative	Gastrointestinal tract		Unclassified	1993564	1970
648276664	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 69-1	Washington University in St. Louis	648276664	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 0.7.57		749531	47213	MS 69-1	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens		Gastrointestinal tract		Unclassified	5207549	5595
651324061	Bacteria	Permanent Draft	"Lactobacillus fructivorans W2, KCTC 3543"	"Lactobacillus fructivorans W2, KCTC 3543"	Korea Research Institute of Bioscience and Biotechnology	651324061	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fructivorans	0	Newbler v. 2.3		941770	61453	"W2, KCTC 3543"	Engineered	Food production	Unclassified	Unclassified	"Air, Gastrointestinal tract, Host, Human oral cavity"	Homo sapiens	Microaerophilic	Oral	Mouth	Unclassified	1371284	1387
646206275	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Fusobacterium varium ATCC 27725	Broad Institute	646206275	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	0	Newbler v. 2.0.0 PostRelease-1/21/2009		469618	32423	ATCC 27725	Host-associated	Human	Unclassified	Digestive system	Host	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	3321664	3067
2512047053	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Alistipes sp. HGB5	J. Craig Venter Institute (JCVI)	2512047053	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5	7595	Newbler v. 2.3		908612	54031	HGB5	Host-associated	Human	Unclassified	Unclassified	"Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	3464615	3008
642555148	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Porphyromonas gingivalis ATCC 33277	University of Tokyo	642555148	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	0	Phred-Phrap		431947	19051	ATCC 33277	Host-associated	Human	Oral	Digestive system	"Colon, Gastrointestinal tract, Host, Oral cavity, Respiratory tract"	Homo sapiens	Anaerobe	Oral	Gingival crevices	Unclassified	2354886	2155
647000237	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Edwardsiella tarda ATCC 23685	Washington University in St. Louis	647000237	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda	0			500638	28661	ATCC 23685	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Fecal	3631524	4077
640753015	Bacteria	Finished	Citrobacter koseri ATCC BAA-895	Citrobacter koseri ATCC BAA-895	Washington University in St. Louis	640753015	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	0			290338	12716	ATCC BAA-895	Host-associated	Human	Unclassified	Unclassified	"Food, Fresh water, Host, Intestinal tract, Soil"	Homo sapiens	Facultative	Gastrointestinal tract	Intestinal tract	Unclassified	4735357	5171
650377923	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Clostridium cf. saccharolyticum K10	Wellcome Trust Sanger Institute	650377923	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] saccharolyticum	0			717608	45855	K10	Engineered	Lab synthesis	Unclassified	Unclassified	"Food, Host, Marine"	Homo sapiens	Anaerobe	Gastrointestinal tract	Gut	Unclassified	3769775	3124
646206256	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Citrobacter sp. 30_2	Broad Institute	646206256	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 30_2	0	Newbler v. 2.0.0 PostRelease-1/21/2009		469595	32453	30_2	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Facultative	Gastrointestinal tract		Fecal	5125150	4804
651053004	Bacteria	Finished	Bifidobacterium animalis lactis CNCM I-2494	Bifidobacterium animalis lactis CNCM I-2494	Washington University	651053004	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	0			1042403	67865	CNCM I-2494	Host-associated	Unclassified	Unclassified	Unclassified	"Host, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	1943113	1724
646311914	Bacteria	Finished	Clostridium difficile CD196	Clostridioides difficile CD196	Wellcome Trust Sanger Institute	646311914	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	0			645462	38037	CD196	Host-associated	Human	Unclassified	Unclassified	"Host, Soil"	Homo sapiens	Obligate anaerobe	Gastrointestinal tract		Unclassified	4110554	3565
637000025	Bacteria	Finished	Bacteroides fragilis YCH46	Bacteroides fragilis YCH46	RIKEN	637000025	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0	Phred-Phrap-Consed		295405	13067	YCH46	Host-associated	Human	Unclassified	Unclassified	"Host, Intestinal tract"	Homo sapiens	Obligate anaerobe	Gastrointestinal tract	Intestinal tract	Unclassified	5310990	4730
648276663	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 45-1	Washington University in St. Louis	648276663	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0	Velvet v. 0.7.57		749528	47207	MS 45-1	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens		Gastrointestinal tract	Intestinal tract	Unclassified	4994869	5351
646206253	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Fusobacterium nucleatum subsp. vincentii 4_1_13	Broad Institute	646206253	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	0	Newbler v. 2.0.0 PostRelease-1/21/2009		469606	32479	4_1_13	Host-associated	Human	Unclassified	Digestive system	Host	Homo sapiens	Anaerobe	Gastrointestinal tract		Unclassified	2268505	2200
643886103	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	"Holdemania filiformis VPI J1-31B-1, DSM 12042"	Washington University in St. Louis	643886103	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	0	Newbler v. 2.0.00.20		545696	30361	"VPI J1-31B-1, DSM 12042"	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	3803745	4272
651324075	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Neisseria macacae ATCC 33926	Baylor College of Medicine	651324075	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae	0	Newbler v. 2.3-04192010		997348	64729	ATCC 33926	Host-associated	Mammals	Oral cavity	Digestive system	"Host, Human intestinal microflora"	Homo sapiens		Gastrointestinal tract		Unclassified	2684890	3064
2599185228	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Marvinbryantia formatexigens I-52	DOE Joint Genome Institute (JGI)	2599185228	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens	55239	ALLPATHS v. r46652		478749	0	I-52	Host-associated	Human	Large intestine	Digestive system	"Feces, Gastrointestinal tract, Host, Human fecal, Human intestinal microflora"	Homo sapiens	Anaerobe	Gastrointestinal tract		Fecal	4521825	4256
2546825515	Bacteria	Permanent Draft	Genome Sequencing of Enterococcus faecalis - Goettingen Genomics Laboratory	Enterococcus faecalis D1 (ENT11)	Goettingen Genomics Laboratory	2546825515	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	22315			1169247	0	D1	Host-associated	Mammals	Large intestine	Digestive system	"Host, Intestinal tract, Wastewater"	Homo sapiens	Facultative			Fecal	3048126	3090
2547132195	Bacteria	Permanent Draft	Culturomics: study of the human digestive flora	Kallipyga massiliensis ph2	Aix-Marseille University	2547132195	Firmicutes	Tissierellia	unclassified	unclassified	Kallipyga	Kallipyga massiliensis	23782	Newbler		1118059	0	ph2	Host-associated	Human	Large intestine	Digestive system	"Host, Human fecal"	Homo sapiens	Anaerobe			Fecal	1751953	1623
643886014	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus acidophilus ATCC 4796	Baylor College of Medicine	643886014	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	0	Newbler v. 2.0.0-Eclipse		525306	31477	ATCC 4796	Host-associated	Human	Unclassified	Unclassified	Host	Homo sapiens	Microaerophilic	Gastrointestinal tract		Unclassified	1999667	2081
